 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,46899,2,2,72,154,36,36,36.0,0.0,77,77,77.0,0.0,4818.866074,85.28966502,15633.0,27071.95412,46893,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,42.64483251,42.64483251,36,77,52.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,65.5,36.0,77.0,64,0,0,0,0,0,0,2,72,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,39644,1,1,78,143,78,78,78.0,0.0,143,143,143.0,0.0,5574.614065,50.44899606,39644.0,0.0,39644,39644,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25.22449803,25.22449803,78,143,99.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,149.5,78.0,143.0,32,0,0,0,0,0,0,1,78,1,143,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,107717,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,111.4030283,18.56717138,107717.0,0.0,107717,107717,107717,107717.0,0.0,107717,107717,0,0.0,0.0,0,0,0,0,0,0,40,0,18.56717138,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16331,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117878467,112,177,3765,303685,353,0,33.61607143,100.2457562,4344,0,1715.734463,1041.297635,2608.19476,2.451677625,409300.2326,1960464.438,10200000,2,118000000,1061759.757,3061484.82,10200000,2,118000000,669632.8807,2481627.983,10200000,2,0,0,0,0,3592,5672,0.950131121,1.501546504,0,4344,1060.172414,1157.451821,1339694.718,0,0,0,1,0,0,0,0,1,1063.84083,33.61607143,1715.734463,3592,0,0,0,0,0,0,112,3765,177,303685,29200,1274,12,32,499965.2727,1581795.785,5269259,22888,10200000.0,9316.158323,10200000,10200000,BENIGN
53,51014,2,2,78,160,39,39,39.0,0.0,80,80,80.0,0.0,4665.385972,78.40984828,17004.66667,29449.48255,51010,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,40,40,39.20492414,39.20492414,39,80,55.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,69.25,39.0,80.0,40,0,0,0,0,0,0,2,78,2,160,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23618,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,4996.189347,84.68117537,23618.0,0.0,23618,23618,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.34058769,42.34058769,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46697,1,1,61,191,61,61,61.0,0.0,191,191,191.0,0.0,5396.49228,42.82930381,46697.0,0.0,46697,46697,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.4146519,21.4146519,61,191,104.3333333,75.05553499,5633.333333,0,0,0,0,0,0,0,0,1,156.5,61.0,191.0,20,0,0,0,0,0,0,1,61,1,191,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,206,2,2,142,242,71,71,71.0,0.0,121,121,121.0,0.0,1864077.67,19417.47573,68.66666667,79.05272502,156,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,52,64,9708.737864,9708.737864,71,121,91.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,113.75,71.0,121.0,52,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,2535302,2,2,90,300,50,40,45.0,7.071067812,163,137,150.0,18.38477631,153.827828,1.577721313,845100.6667,1359778.66,2415171,47521,2462692,2462692.0,0.0,2462692,2462692,2487781,2487781.0,0.0,2487781,2487781,0,0,0,0,72,72,0.788860656,0.788860656,40,163,88.0,57.48478059,3304.5,0,0,0,0,0,0,0,0,1,110.0,45.0,150.0,72,0,0,0,0,0,0,2,90,2,300,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65364453,16,16,719,6840,358,0,44.9375,103.8264377,1681,0,427.5,659.6923525,115.6438959,0.489562729,2108530.742,4009195.776,10000000,3,60900000,4062958.533,5099512.906,10100000,207,65300000,4350762.933,4988865.05,10100000,3,0,0,0,0,520,520,0.244781365,0.244781365,0,1681,229.0606061,497.3225148,247329.6837,0,0,0,1,0,0,0,0,1,236.21875,44.9375,427.5,520,0,0,0,0,0,0,16,719,16,6840,29200,254,3,32,146562.6667,107145.3231,365272,102677,10000000.0,9911.339539,10000000,9999097,BENIGN
43778,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31515,2,2,64,250,32,32,32.0,0.0,125,125,125.0,0.0,9963.50944,126.9236871,10505.0,18190.86367,31510,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,40,40,63.46184357,63.46184357,32,125,69.2,50.93819785,2594.7,0,0,0,0,0,0,0,0,1,86.5,32.0,125.0,40,0,0,0,0,0,0,2,64,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48576,34,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,29411.76471,29411.76471,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,14600,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61257,1,1,64,157,64,64,64.0,0.0,157,157,157.0,0.0,3607.750951,32.64932987,61257.0,0.0,61257,61257,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,16.32466494,16.32466494,64,157,95.0,53.69357503,2883.0,0,0,0,0,0,0,0,0,1,142.5,64.0,157.0,32,0,0,0,0,0,0,1,64,1,157,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,186,2,2,60,248,30,30,30.0,0.0,124,124,124.0,0.0,1655913.978,21505.37634,62.0,66.12110102,134,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10752.68817,10752.68817,30,124,67.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,84.5,30.0,124.0,40,0,0,0,0,0,0,2,60,2,248,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
17149,90,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,133333.3333,22222.22222,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11111.11111,11111.11111,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,229,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5112666,9,7,377,4787,190,0,41.88888889,68.30527879,1460,0,683.8571429,661.7402382,1010.040554,3.12948274,340844.4,1279345.402,4965080,3,5112666,639083.25,1748132.358,4965080,3,74238,12373.0,19660.71423,47825,48,0,0,0,0,192,152,1.760334041,1.369148699,0,1460,303.7647059,523.5396988,274093.8162,0,0,0,1,0,0,0,0,0,322.75,41.88888889,683.8571429,192,0,0,0,0,0,0,9,377,7,4787,8192,946,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,76500,1,1,54,70,54,54,54.0,0.0,70,70,70.0,0.0,1620.915033,26.14379085,76500.0,0.0,76500,76500,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13.07189542,13.07189542,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,20,0,0,0,0,0,0,1,54,1,70,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58008,3,2,0,247,0,216,31,123.5,130.8147545,0,0,0.0,0.0,82300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,31,216,154.3333333,106.8097998,11408.33333,0,1,0,0,1,0,0,0,0,231.5,123.5,0.0,40,0,0,0,0,0,0,2,247,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23380,1,1,57,142,57,57,57.0,0.0,142,142,142.0,0.0,8511.548332,85.54319932,23380.0,0.0,23380,23380,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.77159966,42.77159966,57,142,85.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,128.0,57.0,142.0,32,0,0,0,0,0,0,1,57,1,142,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,66530049,16,21,1609,8061,677,0,100.5625,202.7691524,1460,0,383.8571429,583.56356,145.3478563,0.556139678,1848056.917,3800654.829,10000000,25,60700000,4046617.667,5010297.951,10000000,270,66500000,3325382.6,4646052.157,10000000,48,0,0,0,0,344,504,0.240492834,0.315646844,0,1460,254.4736842,471.4261134,222242.5804,0,0,0,1,0,0,0,0,1,261.3513514,100.5625,383.8571429,344,0,0,0,0,0,0,16,1609,21,8061,8192,0,14,20,141957.2857,316338.2751,859345,22203,9362335.429,1570427.435,10000000,5808281,BENIGN
53693,50,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60000.0,25.0,33.9411255,49,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,20000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62383,2,2,90,162,45,45,45.0,0.0,81,81,81.0,0.0,4039.56206,64.1200327,20794.33333,36012.51175,62378,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,64,32.06001635,32.06001635,45,81,59.4,19.71801207,388.8,0,0,0,0,0,0,0,0,1,74.25,45.0,81.0,40,0,0,0,0,0,0,2,90,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,277,2,2,94,220,47,47,47.0,0.0,110,110,110.0,0.0,1133574.007,14440.43321,92.33333333,158.1939738,275,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,7220.216606,7220.216606,47,110,72.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,90.25,47.0,110.0,64,0,0,0,0,0,0,2,94,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,498,1,1,63,145,63,63,63.0,0.0,145,145,145.0,0.0,417670.6827,4016.064257,498.0,0.0,498,498,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2008.032129,2008.032129,63,145,90.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,135.5,63.0,145.0,32,0,0,0,0,0,0,1,63,1,145,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,28305,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,423.9533651,70.65889419,28305.0,0.0,28305,28305,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,35.32944709,35.32944709,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,320,5120,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,108905214,2,2,104,202,55,49,52.0,4.242640687,111,91,101.0,14.14213562,2.809782826,0.036729187,36300000.0,62800000.0,109000000,30334,109000000,109000000.0,0.0,109000000,109000000,109000000,109000000.0,0.0,109000000,109000000,0,0,0,0,64,40,0.018364594,0.018364594,49,111,71.0,28.39013913,806.0,0,0,0,0,0,0,0,0,1,88.75,52.0,101.0,64,0,0,0,0,0,0,2,104,2,202,-1,-1,1,32,60827.0,0.0,60827,60827,109000000.0,0.0,109000000,109000000,BENIGN
53,284,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,2197183.099,14084.50704,94.66666667,158.771324,278,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,7042.253521,7042.253521,28,284,130.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,163.0,28.0,284.0,40,0,0,0,0,0,0,2,56,2,568,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,924855.4913,23121.38728,57.66666667,93.82075108,166,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11560.69364,11560.69364,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50657,18,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,115,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116039102,17,15,428,4088,338,0,25.17647059,80.62586069,2652,0,272.5333333,754.2225767,38.91791579,0.275769111,3743196.839,4795487.752,9994733,64,116000000,7252443.875,4400508.892,10000000,37225,111000000,7897421.857,4237784.827,10000000,187,0,0,0,0,352,444,0.14650234,0.129266771,0,2652,136.8484848,517.6514344,267963.0076,0,0,0,1,0,0,0,0,0,141.125,25.17647059,272.5333333,352,0,0,0,0,0,0,17,428,15,4088,8192,343,16,20,76055.90909,129859.5148,467597,36815,9975234.273,57645.56695,9994733,9801620,BENIGN
80,172,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,69767.44186,11627.90698,172.0,0.0,172,172,172,172.0,0.0,172,172,0,0.0,0.0,0,0,0,0,0,0,40,0,11627.90698,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,30016,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30476,1,1,63,128,63,63,63.0,0.0,128,128,128.0,0.0,6267.22667,65.62541016,30476.0,0.0,30476,30476,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.81270508,32.81270508,63,128,84.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,127.0,63.0,128.0,20,0,0,0,0,0,0,1,63,1,128,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52768,81,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12345.67901,12345.67901,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,351,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,48,2,0,53,0,53,0,26.5,37.4766594,0,0,0.0,0.0,1104166.667,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,1,0,0,0,64,0,41666.66667,0.0,0,53,35.33333333,30.59956427,936.3333333,0,1,0,0,1,0,0,0,0,53.0,26.5,0.0,64,0,0,0,0,0,0,2,53,0,0,31088,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,212,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,433962.2642,18867.92453,70.66666667,40.12895879,117,47,48,48.0,0.0,48,48,47,47.0,0.0,47,47,0,0,0,0,64,64,9433.962264,9433.962264,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,59,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33898.30508,59.0,0.0,59,59,59,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0,0,0,64,0,33898.30508,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,327,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,51718,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,232.0275339,38.67125566,51718.0,0.0,51718,51718,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.33562783,19.33562783,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,36448,28539,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60637,39038,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,7326.194989,76.84819919,19519.0,27543.22334,38995,43,39038,39038.0,0.0,39038,39038,0,0.0,0.0,0,0,1,0,0,0,40,20,51.23213279,25.6160664,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60691,4,2,156,196,39,39,39.0,0.0,98,98,98.0,0.0,5799.87148,98.86144568,12138.2,16740.66166,33408,1,33456,11152.0,19274.27511,33408,1,3,3.0,0.0,3,3,0,0,0,0,104,40,65.90763046,32.95381523,39,98,55.85714286,28.78905215,828.8095238,0,0,0,0,0,0,0,0,0,65.16666667,39.0,98.0,104,0,0,0,0,0,0,4,156,2,196,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,94164,1,1,48,112,48,48,48.0,0.0,112,112,112.0,0.0,1699.163162,21.23953953,94164.0,0.0,94164,94164,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.61976976,10.61976976,48,112,69.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,104.0,48.0,112.0,20,0,0,0,0,0,0,1,48,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61405,1,1,48,150,48,48,48.0,0.0,150,150,150.0,0.0,3224.493119,32.57063757,61405.0,0.0,61405,61405,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.28531879,16.28531879,48,150,82.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,123.0,48.0,150.0,32,0,0,0,0,0,0,1,48,1,150,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,97579,1,1,44,183,44,44,44.0,0.0,183,183,183.0,0.0,2326.320212,20.49621332,97579.0,0.0,97579,97579,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.24810666,10.24810666,44,183,90.33333333,80.25168742,6440.333333,0,0,0,0,0,0,0,0,1,135.5,44.0,183.0,32,0,0,0,0,0,0,1,44,1,183,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,95220,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.00399076,95220.0,0.0,95220,95220,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.50199538,10.50199538,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,367092,1,1,55,151,55,55,55.0,0.0,151,151,151.0,0.0,561.1672278,5.448225513,367092.0,0.0,367092,367092,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2.724112756,2.724112756,55,151,87.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,130.5,55.0,151.0,32,0,0,0,0,0,0,1,55,1,151,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,182098,13,8,1197,4064,709,0,92.07692308,200.7471301,1418,0,508.0,614.6378725,28891.03669,115.3225186,9104.9,16744.33387,52943,1,182098,15174.83333,19738.1729,52993,1,144295,20613.57143,26518.78202,61780,3,0,0,0,0,428,264,71.39013059,43.93238805,0,1418,239.1363636,438.8666459,192603.9329,0,0,0,1,0,0,0,0,0,250.5238095,92.07692308,508.0,428,0,0,0,0,0,0,13,1197,8,4064,65535,351,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45400,25006,2,2,11,12,11,0,5.5,7.778174593,6,6,6.0,0.0,919.779253,159.9616092,8335.333333,14018.24762,24521,71,25006,25006.0,0.0,25006,25006,414,414.0,0.0,414,414,0,0,0,0,64,40,79.98080461,79.98080461,0,11,4.6,4.669047012,21.8,0,0,0,0,1,0,0,0,1,5.75,5.5,6.0,64,0,0,0,0,0,0,2,11,2,12,235,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52556,569,3,0,248,0,217,0,82.66666667,117.3641058,0,0,0.0,0.0,435852.3726,5272.407733,284.5,399.5153314,567,2,569,284.5,399.5153314,567,2,0,0.0,0.0,0,0,0,0,0,0,96,0,5272.407733,0.0,0,217,62.0,104.361551,10891.33333,0,0,0,0,1,0,0,0,0,82.66666667,82.66666667,0.0,96,0,0,0,0,0,0,3,248,0,0,30,-1,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59853,29308,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,9758.427733,102.3611301,14654.0,20619.23374,29234,74,29308,29308.0,0.0,29308,29308,0,0.0,0.0,0,0,1,0,0,0,40,20,68.24075338,34.12037669,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31416,1,1,58,139,58,58,58.0,0.0,139,139,139.0,0.0,6270.690094,63.66182837,31416.0,0.0,31416,31416,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,31.83091418,31.83091418,58,139,85.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,127.5,58.0,139.0,32,0,0,0,0,0,0,1,58,1,139,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22367,14496,5,1,422,6,303,6,84.4,124.9691962,6,6,6.0,0.0,29525.38631,413.9072848,2899.2,5848.117919,13331,1,14496,3624.0,6565.263082,13444,1,0,0.0,0.0,0,0,1,0,0,0,100,20,344.9227373,68.98454746,6,303,104.4285714,137.5946428,18932.28571,0,1,0,0,1,0,0,0,0,121.8333333,84.4,6.0,100,0,0,0,0,0,0,5,422,1,6,343,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,67012798,11,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.16414775,6701279.8,10100000.0,32000000,947246,67000000,6701279.8,10100000.0,32000000,947246,0,0.0,0.0,0,0,0,0,0,0,356,0,0.16414775,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,356,0,0,0,0,0,0,11,0,0,0,65535,-1,0,28,11000000.0,0.0,11000000,11000000,18700000.0,12200000.0,32000000,8007827,BENIGN
443,116,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17241.37931,116.0,0.0,116,116,116,116.0,0.0,116,116,0,0.0,0.0,0,0,0,0,0,0,64,0,17241.37931,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,245,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,47261,3,3,86,7,86,0,28.66666667,49.65212315,7,0,2.333333333,4.041451884,1967.795857,126.9545714,9452.2,12743.27514,23413,3,23845,11922.5,16353.25853,23486,359,23852,11926.0,16861.6683,23849,3,0,0,0,0,108,104,63.47728571,63.47728571,0,86,13.28571429,32.16993568,1034.904762,0,0,0,1,0,0,0,0,1,15.5,28.66666667,2.333333333,108,0,0,0,0,0,0,3,86,3,7,65535,57,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,34948,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,1058.715806,85.84182214,17474.0,24706.31093,34944,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,20,57.22788142,28.61394071,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,306,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,227,2,2,130,386,65,65,65.0,0.0,193,193,193.0,0.0,2273127.753,17621.14537,75.66666667,89.75707957,176,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,8810.572687,8810.572687,65,193,116.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,145.25,65.0,193.0,64,0,0,0,0,0,0,2,130,2,386,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
